minimum_nights,calculated_host_listings_count,room_type_Private room,room_type_Shared room,cluster
2,5,True,False,0
2,1,False,False,2
6,17,False,False,2
1,4,False,False,2
1,3,True,False,0
1,1,True,False,0
1,2,True,False,0
1,1,False,False,2
1,1,True,False,0
5,214,False,False,3
2,15,False,False,2
2,15,False,False,2
3,390,False,False,4
1,1,True,False,0
15,1,False,False,2
1,171,False,False,3
3,4,False,False,2
1,1,False,False,2
1,4,False,False,2
3,390,False,False,4
1,6,True,False,0
2,1,False,False,2
1,4,True,False,0
7,1,True,False,0
1,1,False,False,2
1,1,False,False,2
1,3,False,False,2
5,2,True,False,0
1,16,False,False,2
1,29,False,False,2
1,6,False,False,2
1,6,True,False,0
1,6,False,False,2
1,6,False,False,2
1,6,False,False,2
3,1,False,False,2
7,2,False,False,2
2,1,True,False,0
2,1,False,False,2
3,2,True,False,0
10,3,True,False,0
2,24,False,False,2
4,26,False,False,2
20,2,False,False,2
2,1,False,False,2
1,15,False,False,2
50,5,False,False,2
4,3,False,False,2
2,26,False,False,2
2,53,False,False,2
3,2,False,False,2
5,1,False,False,2
2,26,False,False,2
10,1,False,False,2
1,1,False,False,2
2,53,False,False,2
2,15,False,False,2
3,1,False,False,2
2,46,False,False,2
2,9,False,False,2
2,24,False,False,2
2,22,False,False,2
3,3,False,False,2
4,1,False,False,2
2,1,False,False,2
6,2,False,False,2
3,1,False,False,2
2,42,False,False,2
2,1,False,False,2
2,11,False,False,2
2,26,False,False,2
1,10,False,False,2
5,1,False,False,2
1,1,False,False,2
3,16,False,False,2
3,14,False,False,2
3,1,False,False,2
3,24,False,False,2
3,18,False,False,2
91,35,False,False,6
1,8,False,False,2
28,35,False,False,2
3,35,False,False,2
1,8,False,False,2
1,8,False,False,2
1,52,False,False,2
5,42,False,False,2
1,1,True,False,0
2,1,False,False,2
1,2,False,False,2
5,25,False,False,2
1,13,False,False,2
1,34,False,False,2
3,2,False,False,2
2,18,False,False,2
30,35,False,False,2
2,11,False,False,2
2,32,False,False,2
2,45,False,False,2
1,27,False,False,2
3,1,False,False,2
4,4,False,False,2
4,3,False,False,2
2,5,False,False,2
4,1,False,False,2
3,10,False,False,2
21,1,False,False,2
2,1,False,False,2
3,16,False,False,2
10,1,False,False,2
1,18,False,False,2
1,2,False,False,2
1,4,False,False,2
1,4,False,False,2
3,25,False,False,2
3,25,False,False,2
7,36,False,False,2
13,6,False,False,2
3,11,False,False,2
2,1,False,False,2
3,1,False,False,2
1,2,False,False,2
2,1,False,False,2
1,11,False,False,2
1,1,False,True,1
3,16,False,False,2
2,26,False,False,2
2,70,False,False,2
60,1,False,False,6
2,1,False,False,2
4,7,False,False,2
2,7,False,False,2
2,7,False,False,2
5,17,False,False,2
3,2,False,False,2
9,4,False,False,2
3,15,False,False,2
1,2,False,False,2
30,20,False,False,2
5,1,False,False,2
3,1,True,False,0
7,3,True,False,0
3,2,False,False,2
3,2,False,False,2
2,5,False,False,2
1,12,False,False,2
1,2,True,False,0
1,2,False,False,2
6,3,False,False,2
3,1,False,False,2
4,4,False,False,2
4,4,False,False,2
4,4,False,False,2
1,1,False,False,2
4,1,False,False,2
7,1,True,False,0
2,1,False,False,2
1,8,False,False,2
1,3,False,False,2
2,4,False,False,2
5,58,False,False,2
3,55,False,False,2
3,55,False,False,2
3,4,False,False,2
1,2,True,False,0
2,24,False,False,2
2,8,False,False,2
7,35,False,False,2
5,1,False,False,2
4,116,False,False,3
3,1,False,False,2
4,5,False,False,2
3,1,False,False,2
2,2,False,False,2
5,4,False,False,2
1,16,True,False,0
4,1,False,False,2
3,1,True,False,0
4,1,False,False,2
1,3,False,False,2
1,3,False,False,2
4,1,False,False,2
2,2,False,False,2
3,4,True,False,0
3,123,False,False,3
1,1,False,False,2
2,2,False,False,2
18,1,False,False,2
3,25,False,False,2
4,28,False,False,2
1,12,False,False,2
14,25,False,False,2
1,2,False,False,2
1,15,False,False,2
1,15,False,False,2
1,15,False,False,2
2,2,True,False,0
2,2,True,False,0
1,5,True,False,0
3,5,True,False,0
2,2,True,False,0
3,1,False,False,2
3,4,False,False,2
1,10,False,False,2
7,1,False,False,2
3,1,False,False,2
1,1,True,False,0
1,3,False,False,2
1,3,False,False,2
4,3,False,False,2
1,3,False,False,2
3,3,False,False,2
3,9,False,False,2
3,123,False,False,3
1,8,False,False,2
5,2,False,False,2
14,1,True,False,0
2,1,False,False,2
2,3,False,False,2
3,3,False,False,2
2,70,False,False,2
1,15,False,False,2
2,1,False,False,2
3,4,False,False,2
14,4,False,False,2
2,3,False,False,2
1,5,False,False,2
1,1,True,False,0
1,7,False,False,2
2,1,False,False,2
4,116,False,False,3
1,1,True,False,0
2,8,False,False,2
7,1,True,False,0
2,28,False,False,2
3,18,False,False,2
2,7,False,False,2
3,7,False,False,2
3,7,False,False,2
1,14,False,False,2
2,4,False,False,2
1,15,False,False,2
3,71,False,False,2
3,1,False,False,2
2,22,False,False,2
2,1,True,False,0
3,10,False,False,2
3,2,False,False,2
3,1,False,False,2
3,2,False,False,2
1,1,True,False,0
1,10,True,False,0
1,10,True,False,0
1,10,True,False,0
3,2,False,False,2
1,12,False,False,2
2,2,True,False,0
4,3,True,False,0
1,1,True,False,0
4,1,False,False,2
7,4,True,False,0
3,3,False,False,2
3,3,False,False,2
4,28,False,False,2
3,3,False,False,2
1,3,False,False,2
2,3,False,False,2
2,3,False,False,2
5,9,False,False,2
2,2,False,False,2
7,1,False,False,2
3,30,True,False,0
3,1,False,False,2
3,1,False,False,2
3,30,True,False,0
1,1,True,False,0
1,1,True,False,0
1,5,False,False,2
2,1,True,False,0
3,4,False,False,2
3,5,False,False,2
3,5,False,False,2
1,2,True,False,0
3,5,False,False,2
3,9,False,False,2
5,1,False,False,2
14,2,True,False,0
1,1,False,False,2
7,4,False,False,2
1,1,False,False,2
3,7,False,False,2
1,4,True,False,0
1,6,False,False,2
1,2,False,False,2
2,1,True,False,0
1,3,True,False,0
1,3,False,False,2
3,4,False,False,2
6,3,False,False,2
1,1,False,False,2
1,1,False,False,2
3,1,False,False,2
3,28,False,False,2
4,30,False,False,2
2,8,True,False,0
1,1,False,False,2
2,1,False,False,2
1,22,True,False,0
1,2,False,False,2
2,2,False,False,2
7,4,True,False,0
3,4,True,False,0
30,2,False,False,2
12,1,False,False,2
90,25,False,False,6
1,2,False,False,2
1,11,False,False,2
1,11,False,False,2
1,1,False,False,2
3,4,False,False,2
15,27,False,False,2
4,1,False,False,2
2,2,False,False,2
28,4,False,False,2
3,2,False,False,2
1,7,False,False,2
5,2,False,False,2
3,2,False,False,2
2,2,True,False,0
1,8,False,False,2
1,11,False,False,2
1,1,False,False,2
2,6,False,False,2
7,2,False,False,2
2,1,False,False,2
1,1,False,False,2
4,4,False,False,2
2,11,False,False,2
3,6,False,False,2
5,3,False,False,2
1,2,False,False,2
2,6,False,False,2
1,6,False,False,2
1,5,False,False,2
2,11,False,False,2
1,1,False,False,2
1,1,False,False,2
1,1,False,False,2
3,15,False,False,2
2,1,False,False,2
2,7,False,False,2
2,1,False,False,2
2,6,False,False,2
5,34,False,False,2
3,2,False,False,2
1,7,False,False,2
5,1,False,False,2
2,6,False,False,2
14,1,False,False,2
1,8,False,False,2
3,1,False,False,2
1,1,False,False,2
3,15,False,False,2
5,4,True,False,0
3,3,False,False,2
4,7,False,False,2
3,1,False,False,2
3,2,False,False,2
30,1,False,False,2
14,1,False,False,2
2,5,False,False,2
2,5,False,False,2
2,2,False,False,2
2,3,False,False,2
1,1,False,False,2
2,48,False,False,2
2,2,False,False,2
3,1,False,False,2
6,1,False,False,2
2,2,False,False,2
1,2,True,False,0
3,1,True,False,0
1,6,False,False,2
1,5,False,False,2
1,6,False,False,2
6,3,False,False,2
2,12,False,False,2
1,7,False,False,2
5,1,False,False,2
1,1,False,False,2
1,1,False,False,2
1,1,False,False,2
1,7,True,False,0
1,4,True,False,0
1,1,False,False,2
2,1,False,False,2
2,6,False,False,2
4,1,False,False,2
2,7,False,False,2
3,1,False,False,2
1,11,True,False,0
1,4,True,False,0
1,16,True,False,0
1,16,True,False,0
1,12,True,False,0
1,12,True,False,0
1,12,True,False,0
1,16,True,False,0
1,4,True,False,0
1,11,True,False,0
3,5,False,False,2
14,48,False,False,2
3,3,False,False,2
6,3,False,False,2
1,1,True,False,0
4,41,False,False,2
2,15,False,False,2
12,47,False,False,2
2,8,True,False,0
4,1,False,False,2
6,21,False,False,2
1,1,True,False,0
90,2,False,False,6
2,2,False,False,2
3,56,False,False,2
1,1,False,False,2
2,70,False,False,2
14,2,False,False,2
1,7,True,False,0
1,1,False,False,2
2,2,False,False,2
3,2,False,False,2
1,7,False,False,2
1,4,False,False,2
1,4,True,False,0
1,4,False,False,2
5,1,False,False,2
2,1,True,False,0
3,3,False,False,2
1,5,False,False,2
1,1,True,False,0
4,3,True,False,0
1,2,False,False,2
3,10,True,False,0
1,3,True,False,0
1,3,True,False,0
2,10,True,False,0
7,1,False,False,2
3,1,False,False,2
3,1,False,False,2
3,5,False,False,2
1,5,False,False,2
5,1,False,False,2
3,1,False,False,2
1,1,False,False,2
3,1,False,False,2
14,3,True,False,0
3,2,False,False,2
3,3,False,False,2
1,2,True,False,0
4,7,False,False,2
3,1,False,False,2
3,7,False,False,2
1,1,False,False,2
3,1,False,False,2
2,3,False,False,2
1,2,True,False,0
1,3,False,False,2
1,5,False,False,2
2,5,False,False,2
1,2,False,False,2
4,7,False,False,2
1,7,False,False,2
1,58,False,False,2
1,116,False,False,3
1,1,True,False,0
2,4,False,False,2
28,2,False,False,2
1,3,False,False,2
14,1,False,False,2
3,1,False,False,2
5,1,False,False,2
40,1,False,False,2
7,2,False,False,2
4,1,True,False,0
7,2,True,False,0
2,1,False,False,2
2,4,False,False,2
2,1,False,False,2
2,1,False,False,2
7,47,False,False,2
3,6,False,False,2
2,1,True,False,0
1,2,False,False,2
1,1,True,False,0
1,59,False,False,2
1,59,False,False,2
1,59,False,False,2
1,3,False,False,2
5,1,True,False,0
3,3,False,False,2
1,4,True,False,0
5,4,False,False,2
1,1,False,False,2
3,7,False,False,2
21,2,True,False,0
3,10,True,False,0
2,7,False,False,2
3,2,True,False,0
1,2,True,False,0
2,9,True,False,0
2,9,True,False,0
2,9,True,False,0
2,9,True,False,0
3,1,False,False,2
4,1,False,False,2
3,2,False,False,2
2,2,False,False,2
2,8,False,False,2
2,2,False,False,2
2,1,False,False,2
5,1,False,False,2
3,1,True,False,0
4,1,False,False,2
3,2,False,False,2
3,4,False,False,2
5,1,False,False,2
3,3,False,False,2
3,2,False,False,2
3,2,False,False,2
2,48,False,False,2
1,2,False,False,2
12,1,False,False,2
3,1,True,False,0
15,1,True,False,0
3,1,False,False,2
2,1,False,False,2
1,34,False,False,2
1,34,False,False,2
1,34,False,False,2
3,16,False,False,2
1,1,True,False,0
1,6,False,False,2
7,3,False,False,2
4,1,False,False,2
4,1,False,False,2
3,4,False,False,2
1,1,False,False,2
7,2,False,False,2
90,6,False,False,6
1,1,False,False,2
2,6,True,False,0
1,3,True,False,0
7,3,True,False,0
6,15,False,False,2
1,3,False,False,2
1,1,False,False,2
1,1,True,False,0
1,1,True,False,0
3,10,True,False,0
1,2,True,False,0
2,22,True,False,0
1,7,True,False,0
1,34,True,False,0
20,1,True,False,0
1,2,True,False,0
1,2,True,False,0
2,1,True,False,0
2,24,True,False,0
1,2,True,False,0
1,1,False,True,1
7,3,True,False,0
2,7,True,False,0
90,1,False,False,6
1,6,True,False,0
3,5,True,False,0
1,14,True,False,0
15,1,False,False,2
1,14,True,False,0
7,4,True,False,0
1,19,True,False,0
2,6,False,False,2
3,6,True,False,0
2,1,False,False,2
3,4,True,False,0
7,2,False,False,2
1,2,True,False,0
1,4,True,False,0
1,16,True,False,0
1,16,True,False,0
1,16,True,False,0
1,16,True,False,0
1,16,True,False,0
1,16,True,False,0
1,2,False,False,2
1,4,False,False,2
1,1,False,False,2
3,3,False,False,2
1,2,False,False,2
1,2,False,False,2
7,35,False,False,2
1,1,True,False,0
3,2,False,False,2
1,1,False,False,2
5,47,False,False,2
3,16,False,False,2
2,3,False,False,2
1,2,False,False,2
1,1,False,False,2
2,2,False,False,2
3,1,False,False,2
2,2,True,False,0
1,7,False,False,2
1,7,False,False,2
3,7,False,False,2
1,1,True,False,0
7,1,False,True,1
3,1,False,False,2
1,14,True,False,0
1,14,True,False,0
2,1,False,False,2
4,41,False,False,2
2,18,True,False,0
4,1,False,False,2
2,1,False,False,2
1,1,False,False,2
28,1,False,False,2
3,15,False,False,2
2,2,True,False,0
3,6,False,False,2
2,1,False,False,2
2,2,True,False,0
2,8,True,False,0
7,1,False,False,2
1,2,True,False,0
1,1,False,False,2
7,1,True,False,0
1,34,True,False,0
1,34,True,False,0
2,6,False,False,2
1,3,True,False,0
3,1,True,False,0
60,3,False,False,6
1,34,True,False,0
2,3,True,False,0
1,34,True,False,0
90,1,False,False,6
1,34,True,False,0
90,2,False,False,6
7,2,False,False,2
1,6,False,False,2
3,6,False,False,2
3,1,True,False,0
3,3,True,False,0
4,5,False,False,2
1,58,True,False,0
4,1,True,False,0
1,4,True,False,0
1,4,False,False,2
1,1,True,False,0
2,8,True,False,0
3,3,True,False,0
2,1,False,False,2
1,1,False,False,2
14,47,False,False,2
1,59,False,False,2
3,1,False,False,2
2,1,True,False,0
1,16,True,False,0
1,16,True,False,0
1,16,True,False,0
1,11,True,False,0
1,16,True,False,0
1,16,True,False,0
1,16,True,False,0
3,1,False,False,2
1,20,False,False,2
6,3,False,False,2
2,1,False,False,2
2,3,True,False,0
2,1,False,False,2
2,3,True,False,0
2,3,False,False,2
3,3,False,False,2
1,2,True,False,0
1,6,True,False,0
3,4,False,False,2
1,3,False,False,2
1,3,False,False,2
3,10,True,False,0
5,1,False,False,2
2,7,False,False,2
1,7,False,False,2
1,2,True,False,0
9,5,False,False,2
3,1,False,False,2
2,26,False,False,2
1,3,False,False,2
5,21,False,False,2
3,7,False,False,2
4,2,False,False,2
5,7,False,False,2
2,4,False,False,2
1,4,False,False,2
3,9,False,False,2
7,25,False,False,2
1,1,False,False,2
1,10,False,False,2
1,10,False,False,2
2,40,False,False,2
4,2,False,False,2
4,41,False,False,2
3,1,False,False,2
3,1,False,False,2
2,2,True,False,0
10,4,False,False,2
3,4,False,False,2
6,58,False,False,2
2,10,False,False,2
6,21,False,False,2
7,53,False,False,2
3,53,False,False,2
1,3,False,False,2
21,14,False,False,2
3,33,False,False,2
2,15,False,False,2
2,1,False,False,2
3,1,False,False,2
1,2,False,False,2
3,3,False,False,2
2,2,True,False,0
3,4,False,False,2
2,2,False,False,2
14,1,True,False,0
5,1,False,False,2
3,2,False,False,2
3,2,False,False,2
1,16,False,False,2
2,5,False,False,2
3,1,False,False,2
1,1,True,False,0
1,7,True,False,0
2,7,True,False,0
2,18,True,False,0
3,30,True,False,0
1,2,True,False,0
5,2,True,False,0
6,5,True,False,0
1,1,True,False,0
3,17,False,False,2
1,4,False,False,2
3,2,False,False,2
2,2,False,False,2
5,5,False,False,2
2,1,True,False,0
4,2,False,False,2
3,9,False,False,2
1,3,False,False,2
1,5,True,False,0
1,5,True,False,0
2,1,False,False,2
1,5,False,False,2
1,5,False,False,2
5,1,True,False,0
2,1,False,False,2
2,1,False,False,2
1,4,False,False,2
10,4,False,False,2
1,14,True,False,0
1,9,False,False,2
1,8,False,False,2
6,1,False,False,2
3,4,False,False,2
1,10,False,False,2
3,3,False,False,2
1,5,False,False,2
1,58,False,False,2
2,70,False,False,2
1,58,False,False,2
1,58,False,False,2
7,1,False,False,2
3,18,False,False,2
3,19,False,False,2
1,58,True,False,0
3,15,False,False,2
1,53,False,False,2
1,2,False,False,2
5,9,False,False,2
2,7,False,False,2
3,30,True,False,0
3,8,False,False,2
1,5,True,False,0
2,1,False,False,2
30,1,False,False,2
1,15,False,False,2
4,2,False,False,2
21,25,False,False,2
1,1,False,False,2
1,1,False,False,2
2,24,False,False,2
3,10,False,False,2
3,1,False,False,2
2,1,True,False,0
2,1,False,False,2
1,1,True,False,0
13,2,False,False,2
14,4,False,False,2
20,3,True,False,0
1,4,False,False,2
91,35,False,False,6
10,2,False,False,2
4,10,False,False,2
4,4,False,False,2
4,1,False,False,2
2,1,False,False,2
2,4,False,False,2
2,5,False,False,2
2,5,False,False,2
2,18,False,False,2
2,18,False,False,2
1,1,False,True,1
3,4,False,False,2
3,5,True,False,0
2,1,True,False,0
1,1,True,False,0
1,1,True,False,0
7,9,True,False,0
5,2,False,False,2
2,1,False,False,2
1,1,True,False,0
6,2,True,False,0
2,1,False,False,2
2,2,False,False,2
1,1,False,False,2
7,1,False,False,2
30,2,True,False,0
3,4,False,False,2
1,1,True,False,0
2,1,False,False,2
3,5,True,False,0
2,1,False,False,2
2,1,True,False,0
3,9,False,False,2
2,4,False,False,2
3,2,True,False,0
1,3,False,False,2
1,6,False,False,2
2,1,True,False,0
2,1,False,False,2
1,2,False,False,2
9,5,False,False,2
2,1,False,False,2
2,3,False,False,2
2,84,False,False,2
1,13,False,False,2
1,3,False,False,2
3,1,False,False,2
1,2,False,False,2
7,1,False,False,2
15,1,False,False,2
27,2,False,False,2
1,1,True,False,0
2,14,False,False,2
2,3,False,False,2
4,1,False,False,2
2,1,False,False,2
2,3,False,False,2
7,35,False,False,2
7,35,False,False,2
1,1,True,False,0
3,1,False,False,2
1,14,True,False,0
1,1,True,False,0
28,1,False,False,2
5,1,False,False,2
5,1,False,False,2
1,1,True,False,0
3,13,False,False,2
1,34,False,False,2
2,14,False,False,2
2,1,False,False,2
1,1,False,False,2
3,3,False,False,2
3,1,False,False,2
10,1,True,False,0
2,2,True,False,0
2,3,False,False,2
1,1,False,False,2
1,4,False,False,2
5,1,False,False,2
1,2,False,False,2
6,1,False,False,2
1,11,True,False,0
3,18,False,False,2
1,34,False,False,2
2,1,False,False,2
2,1,False,False,2
5,1,False,False,2
2,1,False,False,2
2,1,True,False,0
1,171,False,False,3
2,1,False,False,2
28,6,True,False,0
2,1,False,False,2
2,5,False,False,2
4,1,False,False,2
2,4,False,False,2
2,1,True,False,0
5,4,True,False,0
5,4,True,False,0
5,4,True,False,0
15,1,False,False,2
5,1,False,False,2
14,1,False,False,2
1,1,False,False,2
1,214,False,False,3
3,36,False,False,2
3,9,True,False,0
2,5,False,False,2
2,5,False,False,2
3,5,False,False,2
1,33,False,False,2
1,33,False,False,2
1,33,False,False,2
1,2,True,False,0
1,1,True,False,0
1,6,True,False,0
1,1,True,False,0
1,1,False,False,2
30,1,False,False,2
14,16,False,False,2
3,33,True,False,0
270,1,False,True,1
3,93,False,False,3
4,2,False,False,2
1,1,False,False,2
1,116,False,False,3
3,1,False,False,2
7,248,False,False,3
7,3,False,False,2
10,4,False,False,2
1,1,False,False,2
21,1,False,False,2
1,1,True,False,0
5,1,False,False,2
3,4,False,False,2
2,2,False,False,2
3,1,False,False,2
2,20,False,False,2
4,10,False,False,2
30,1,False,False,2
5,1,False,False,2
3,1,True,False,0
5,2,False,False,2
3,1,False,False,2
1,1,False,False,2
7,2,False,False,2
3,26,False,False,2
3,33,False,False,2
28,119,False,False,3
14,119,False,False,3
1,14,False,False,2
1,1,False,False,2
1,1,True,False,0
1,1,False,False,2
2,45,False,False,2
1,58,False,False,2
1,58,True,False,0
1,58,True,False,0
1,58,True,False,0
1,58,True,False,0
1,58,True,False,0
1,58,True,False,0
1,58,True,False,0
1,58,True,False,0
1,2,False,False,2
2,23,False,False,2
2,23,False,False,2
1,1,False,False,2
3,39,False,False,2
3,15,False,False,2
2,1,False,False,2
2,2,True,False,0
3,4,False,False,2
4,1,False,False,2
3,1,True,False,0
2,15,False,False,2
1,1,False,False,2
3,1,False,False,2
1,15,False,False,2
1,2,True,False,0
3,1,False,False,2
1,20,False,False,2
3,18,False,False,2
2,1,False,False,2
1,5,False,False,2
180,40,False,False,6
3,11,False,False,2
3,3,False,False,2
2,12,False,False,2
4,12,False,False,2
2,53,False,False,2
2,11,False,False,2
3,1,False,False,2
5,1,False,False,2
2,1,False,False,2
5,1,False,False,2
1,1,False,False,2
3,1,False,False,2
28,1,False,False,2
2,2,False,False,2
1,12,False,False,2
1,13,False,False,2
5,1,False,False,2
3,1,False,False,2
3,1,False,False,2
5,1,False,False,2
3,1,False,False,2
2,42,False,False,2
5,1,False,False,2
3,1,False,False,2
2,1,False,False,2
1,1,False,False,2
4,23,False,False,2
2,1,False,False,2
30,1,False,False,2
2,1,False,False,2
3,1,False,False,2
3,1,False,False,2
1,48,False,False,2
2,2,False,False,2
3,1,False,False,2
1,11,False,False,2
1,1,False,False,2
2,1,False,False,2
7,1,False,False,2
2,20,False,False,2
7,1,False,False,2
5,3,False,False,2
3,1,False,False,2
2,1,False,False,2
1,1,False,False,2
2,1,False,False,2
3,1,False,False,2
2,1,False,False,2
14,35,False,False,2
3,7,False,False,2
3,1,True,False,0
2,3,False,False,2
5,1,False,False,2
2,45,False,False,2
2,11,False,False,2
3,18,False,False,2
1,171,False,False,3
1,32,False,False,2
1,32,False,False,2
1,32,False,False,2
1,2,False,False,2
1,171,False,False,3
1,4,False,False,2
1,171,False,False,3
1,32,False,False,2
3,5,False,False,2
12,1,False,False,2
2,1,False,False,2
2,1,False,False,2
1,4,False,False,2
1,5,False,False,2
1,13,False,False,2
20,1,False,False,2
4,4,False,False,2
1,10,False,False,2
2,3,False,False,2
1,171,False,False,3
4,2,False,False,2
7,1,False,False,2
7,1,False,False,2
1,2,False,False,2
1,6,False,False,2
2,2,False,False,2
5,34,False,False,2
2,1,False,False,2
2,18,False,False,2
1,1,False,False,2
7,5,False,False,2
2,1,True,False,0
7,1,False,False,2
2,2,True,False,0
5,33,False,False,2
3,12,False,False,2
3,55,False,False,2
1,20,False,False,2
1,20,False,False,2
3,16,False,False,2
3,55,False,False,2
5,34,False,False,2
2,5,False,False,2
1,1,False,False,2
3,19,False,False,2
5,34,False,False,2
1,15,False,False,2
1,116,False,False,3
5,7,False,True,1
3,16,False,False,2
3,16,False,False,2
2,1,False,False,2
2,1,False,False,2
1,2,False,False,2
2,1,False,False,2
4,1,False,False,2
1,1,False,False,2
3,3,False,False,2
2,5,False,False,2
1,13,False,False,2
1,12,False,False,2
2,1,False,False,2
2,2,False,False,2
4,1,False,False,2
3,1,False,False,2
3,3,False,False,2
5,1,False,False,2
1,2,False,False,2
2,1,False,False,2
2,1,False,False,2
1,1,False,False,2
2,28,False,False,2
6,1,False,False,2
2,1,False,False,2
12,1,False,False,2
3,1,False,False,2
5,2,False,False,2
2,15,False,False,2
2,1,False,False,2
14,1,False,False,2
1,2,False,False,2
1,16,False,False,2
4,52,False,False,2
3,52,False,False,2
5,7,False,False,2
1,1,False,False,2
1,2,False,False,2
3,18,False,False,2
5,2,False,False,2
3,3,False,False,2
3,13,False,False,2
7,1,False,False,2
1,3,False,False,2
2,28,False,False,2
5,1,False,False,2
1,6,False,False,2
7,2,False,False,2
2,1,True,False,0
3,15,False,False,2
1,1,False,False,2
1,48,False,False,2
1,1,True,False,0
7,2,False,False,2
3,2,False,False,2
3,33,False,False,2
3,32,False,False,2
28,1,False,False,2
2,1,False,False,2
2,276,False,False,3
2,22,False,False,2
2,276,False,False,3
6,1,False,False,2
1,2,False,False,2
1,1,False,False,2
1,171,False,False,3
1,171,False,False,3
1,2,False,False,2
4,1,False,False,2
21,14,False,False,2
1,1,False,False,2
2,2,False,False,2
3,1,False,False,2
4,2,False,False,2
3,72,False,False,2
1,171,False,False,3
4,1,False,False,2
3,2,False,False,2
5,8,False,False,2
1,1,False,False,2
4,1,False,False,2
3,1,False,False,2
7,1,False,False,2
1,1,False,False,2
3,1,False,False,2
5,5,False,False,2
1,13,False,False,2
4,14,False,False,2
3,18,False,False,2
4,52,False,False,2
3,18,False,False,2
5,34,False,False,2
3,19,False,False,2
5,7,False,False,2
5,33,False,False,2
3,13,False,False,2
5,34,False,False,2
4,14,False,False,2
3,15,False,False,2
3,34,False,False,2
5,33,False,False,2
1,13,False,False,2
1,13,False,False,2
7,2,False,False,2
5,55,False,False,2
3,14,False,False,2
1,1,True,False,0
14,16,False,False,2
4,1,False,False,2
4,4,False,False,2
2,1,False,False,2
4,2,False,False,2
4,2,False,False,2
1,1,False,False,2
1,9,False,False,2
1,3,False,False,2
2,1,False,False,2
3,1,False,False,2
5,1,False,False,2
4,1,False,False,2
28,1,False,False,2
2,1,False,False,2
2,27,False,False,2
2,53,False,False,2
1,171,False,False,3
1,32,False,False,2
1,1,False,False,2
7,3,False,False,2
1,1,False,False,2
21,1,False,False,2
1,171,False,False,3
3,1,False,False,2
30,3,False,False,2
1,12,False,False,2
3,1,False,False,2
1,6,False,False,2
1,3,False,False,2
2,3,False,False,2
1,12,False,False,2
3,1,False,False,2
1,2,False,False,2
5,34,False,False,2
3,1,False,False,2
1,116,False,False,3
5,5,False,False,2
5,34,False,False,2
5,34,False,False,2
5,33,False,False,2
5,52,False,False,2
7,1,False,False,2
3,1,True,False,0
3,1,False,False,2
3,1,False,False,2
3,17,False,False,2
4,2,False,False,2
18,2,False,False,2
3,18,False,False,2
2,1,False,False,2
6,2,False,False,2
2,1,False,False,2
3,5,False,False,2
2,12,False,False,2
1,13,False,False,2
3,13,False,False,2
30,2,False,False,2
1,171,False,False,3
5,1,False,False,2
1,7,False,False,2
1,1,False,False,2
3,248,False,False,3
1,1,True,False,0
10,1,False,False,2
1,3,False,False,2
2,1,False,False,2
1,2,True,False,0
7,1,False,False,2
5,3,False,False,2
2,1,True,False,0
1,1,False,False,2
4,107,False,False,3
2,1,False,False,2
3,1,False,False,2
2,1,False,False,2
2,2,False,False,2
2,2,False,False,2
3,3,False,False,2
2,116,False,False,3
3,2,False,False,2
2,1,False,False,2
2,1,False,False,2
7,1,False,False,2
4,1,False,False,2
3,1,True,False,0
2,9,True,False,0
2,33,False,False,2
1,7,False,False,2
2,1,False,False,2
1,1,True,False,0
1,17,False,False,2
2,41,False,False,2
3,10,False,False,2
1,2,False,False,2
4,16,False,False,2
14,5,False,False,2
1,3,False,False,2
1,5,False,False,2
3,2,False,False,2
1,1,False,False,2
1,8,False,False,2
1,2,False,False,2
2,2,False,False,2
5,20,False,False,2
5,33,False,False,2
7,1,False,False,2
1,10,False,False,2
5,1,False,False,2
3,10,False,False,2
4,8,False,False,2
2,1,False,False,2
2,1,False,False,2
13,1,False,False,2
7,1,False,False,2
4,1,True,False,0
21,1,False,False,2
1,1,False,False,2
1,2,True,False,0
3,1,True,False,0
2,4,True,False,0
5,3,True,False,0
1,2,False,False,2
1,1,True,False,0
1,1,True,False,0
2,15,True,False,0
2,15,True,False,0
2,1,True,False,0
2,1,True,False,0
1,3,True,False,0
2,1,False,False,2
5,58,False,False,2
3,4,False,False,2
2,1,True,False,0
3,3,False,False,2
5,1,False,False,2
1,1,False,False,2
2,1,False,False,2
3,7,False,False,2
2,1,False,False,2
14,1,False,False,2
28,1,False,False,2
3,59,False,False,2
3,1,False,False,2
1,4,False,False,2
4,1,False,False,2
1,1,False,False,2
2,13,True,False,0
2,13,False,False,2
2,13,False,False,2
2,13,False,False,2
2,13,False,False,2
5,1,False,False,2
1,5,False,False,2
7,1,False,False,2
4,1,False,False,2
2,1,True,False,0
1,1,False,False,2
3,1,False,False,2
1,52,False,False,2
1,52,False,False,2
1,52,False,False,2
1,52,False,False,2
1,52,False,False,2
1,52,False,False,2
1,52,False,False,2
1,52,False,False,2
1,10,False,False,2
7,1,False,False,2
1,1,False,False,2
3,101,False,False,3
5,33,False,False,2
3,7,False,False,2
3,101,False,False,3
3,101,False,False,3
3,1,False,False,2
3,5,False,False,2
2,45,False,False,2
1,2,True,False,0
1,1,True,False,0
2,26,False,False,2
2,1,False,False,2
30,5,False,False,2
3,1,False,False,2
3,123,False,False,3
2,1,False,False,2
